CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV,Model_Prediction
1.80028,,19.58,0.0,0.605,5.877,79.2,2.4259,5,403,14.7,227.61,12.14,23.8,22.848287717588917
2.3004,0.0,19.58,0.0,0.605,6.319,96.1,2.1,5,403,14.7,297.09,11.1,23.8,22.995119229791364
2.44953,0.0,19.58,0.0,0.605,6.402,95.2,2.2625,5,403,14.7,330.04,11.32,22.3,22.463868580328743
1.20742,0.0,19.58,0.0,0.605,5.875,94.6,2.4259,5,403,14.7,292.29,14.43,17.4,18.478421438405434
2.3139,0.0,19.58,0.0,0.605,5.88,97.3,2.3887,5,403,14.7,348.13,12.03,19.1,19.939973587745616
0.13914,0.0,4.05,0.0,0.51,5.572,88.5,2.5961,5,296,16.6,396.9,14.69,23.1,20.568279159221568
0.09178,0.0,,0.0,0.51,6.416,,2.6463,5,296,16.6,395.5,9.04,23.6,23.772016077467402
0.08447,0.0,4.05,0.0,0.51,5.859,68.7,2.7019,5,296,16.6,393.23,9.64,22.6,22.197552442402475
0.06664,0.0,4.05,0.0,0.51,6.546,33.1,3.1323,5,296,16.6,390.96,5.33,29.4,29.193494703979447
0.07022,0.0,4.05,0.0,0.51,6.02,47.2,3.5549,5,296,16.6,393.23,10.11,23.2,22.815624597984094
0.05425,0.0,,0.0,0.51,6.315,73.4,3.3175,5,296,16.6,395.6,6.29,24.6,23.979212658497758
0.06642,0.0,4.05,0.0,0.51,6.86,74.4,2.9153,5,296,16.6,391.27,6.92,29.9,29.49121241690414
0.0578,0.0,2.46,0.0,0.488,6.98,58.4,2.829,3,193,17.8,396.9,5.04,37.2,37.38132100964801
0.06588,0.0,2.46,0.0,0.488,7.765,83.3,2.741,3,193,17.8,395.56,7.56,39.8,40.32827791499563
0.06888,0.0,2.46,0.0,0.488,6.144,62.2,2.5979,3,193,17.8,396.9,9.45,36.2,35.39622381632719
0.09103,0.0,2.46,0.0,0.488,7.155,92.2,2.7006,3,193,17.8,394.12,4.82,37.9,37.930257678220045
,0.0,2.46,0.0,0.488,6.563,95.6,2.847,3,193,17.8,396.9,5.68,32.5,31.776433576254885
0.08308,0.0,2.46,0.0,0.488,5.604,89.8,2.9879,3,193,17.8,391.0,13.98,26.4,26.368163057336425
0.06047,0.0,2.46,0.0,0.488,6.153,68.8,3.2797,3,193,17.8,387.11,13.15,29.6,29.542930400053624
0.05602,,2.46,0.0,0.488,7.831,53.6,3.1992,3,193,17.8,392.63,4.45,50.0,49.41673121005063
0.07875,45.0,3.44,0.0,0.437,6.782,41.1,3.7886,5,398,15.2,393.87,6.68,32.0,31.557183991216544
0.12579,45.0,3.44,0.0,0.437,6.556,29.1,4.5667,5,398,15.2,382.84,4.56,29.8,30.583993412334124
0.0837,45.0,3.44,0.0,0.437,7.185,38.9,4.5667,5,398,15.2,396.9,5.39,34.9,34.74165916869565
0.09068,45.0,3.44,0.0,0.437,6.951,21.5,6.4798,5,398,15.2,377.68,5.1,37.0,36.022290155091135
,45.0,3.44,0.0,0.437,6.739,30.8,6.4798,5,398,15.2,389.71,4.69,30.5,30.40000343248508
,45.0,3.44,0.0,0.437,7.178,26.3,6.4798,5,398,15.2,390.49,2.87,36.4,36.6133319653822
0.02187,60.0,2.93,0.0,0.401,6.8,,6.2196,1,265,15.6,393.37,5.03,31.1,30.403973826956044
0.01439,60.0,2.93,0.0,0.401,6.604,18.8,6.2196,1,265,15.6,376.7,4.38,29.1,29.01548022310875
0.01381,80.0,0.46,0.0,0.422,7.875,32.0,5.6484,4,255,14.4,394.23,2.97,50.0,47.27926398898725
,80.0,1.52,0.0,0.404,7.287,34.1,7.309,2,329,12.6,396.9,4.08,33.3,33.70913507526294
0.04666,80.0,1.52,0.0,0.404,7.107,36.6,7.309,2,329,12.6,354.31,8.61,30.3,30.84413843416595
0.03768,80.0,1.52,0.0,0.404,7.274,38.3,7.309,2,329,12.6,392.2,6.62,34.6,33.7975909044286
0.0315,95.0,1.47,0.0,0.403,6.975,15.3,7.6534,3,402,17.0,396.9,4.56,34.9,34.27983674490636
0.01778,95.0,1.47,0.0,0.403,7.135,13.9,7.6534,3,402,17.0,384.3,4.45,32.9,33.10923954006343
0.03445,82.5,2.03,0.0,0.415,6.162,38.4,6.27,2,348,14.7,393.77,7.43,24.1,23.697544836573243
0.02177,82.5,2.03,0.0,0.415,7.61,15.7,6.27,2,348,14.7,395.38,3.11,42.3,42.65032538819057
0.0351,95.0,2.68,0.0,0.4161,7.853,33.2,5.118,4,224,14.7,392.78,3.81,48.5,47.23275996430074
0.02009,95.0,2.68,0.0,0.4161,8.034,31.9,5.118,4,224,14.7,390.55,2.88,50.0,46.537479126980415
0.13642,,10.59,0.0,0.489,5.891,22.3,3.9454,4,277,18.6,396.9,10.87,22.6,23.538071451401763
0.22969,0.0,10.59,,0.489,6.326,52.5,4.3549,4,277,18.6,394.87,10.97,24.4,23.90986448273424
0.25199,0.0,10.59,0.0,0.489,5.783,72.7,4.3549,4,277,18.6,389.43,,22.5,21.51770762299115
0.13587,0.0,10.59,1.0,0.489,6.064,59.1,4.2392,4,277,18.6,381.32,14.66,24.4,21.588150630575864
0.43571,0.0,10.59,1.0,0.489,5.344,100.0,3.875,4,277,18.6,396.9,23.09,20.0,17.58049938389877
0.17446,,10.59,1.0,0.489,5.96,92.1,3.8771,4,277,18.6,393.25,17.27,21.7,20.44740901215676
0.37578,0.0,10.59,1.0,0.489,5.404,88.6,3.665,4,277,18.6,395.24,23.98,19.3,19.292441457452167
0.21719,0.0,10.59,1.0,0.489,5.807,53.8,3.6526,4,277,18.6,390.94,16.03,22.4,21.912553128239374
0.14052,0.0,10.59,0.0,0.489,6.375,32.3,3.9454,4,277,18.6,385.81,9.38,28.1,27.69863957670075
0.28955,0.0,10.59,0.0,0.489,5.412,9.8,3.5875,4,277,18.6,348.93,29.55,23.7,23.40317952316388
0.19802,0.0,10.59,0.0,0.489,6.182,,3.9454,4,277,18.6,393.63,9.47,25.0,24.50200129494757
0.0456,0.0,13.89,1.0,0.55,5.888,56.0,3.1121,5,276,16.4,392.8,13.51,23.3,23.02876654655978
0.07013,0.0,13.89,0.0,0.55,6.642,85.1,3.4211,5,276,16.4,392.78,9.69,28.7,27.768310822365645
0.11069,0.0,13.89,1.0,0.55,5.951,93.8,2.8893,5,276,16.4,396.9,17.92,21.5,21.627748742818593
0.11425,0.0,,1.0,0.55,6.373,92.4,3.3633,5,276,16.4,393.74,10.5,23.0,23.318589162063578
0.35809,0.0,6.2,1.0,0.507,6.951,88.5,2.8617,8,307,17.4,391.7,9.71,26.7,27.572406343116896
0.40771,0.0,6.2,1.0,0.507,6.164,91.3,3.048,8,307,17.4,395.24,21.46,21.7,21.134113282877177
0.62356,0.0,6.2,1.0,0.507,6.879,77.7,3.2721,8,307,17.4,390.39,9.93,27.5,27.88629032352699
0.6147,0.0,6.2,0.0,0.507,6.618,80.8,3.2721,8,307,17.4,396.9,7.6,30.1,28.505952139732184
0.31533,0.0,6.2,0.0,0.504,8.266,78.3,2.8944,8,307,17.4,385.05,4.14,44.8,45.393734364266166
0.52693,0.0,6.2,0.0,0.504,8.725,83.0,2.8944,8,307,17.4,382.0,4.63,50.0,49.33971587446718
0.38214,0.0,6.2,0.0,0.504,8.04,86.5,3.2157,8,307,17.4,387.38,,37.6,37.58398723893889
0.41238,0.0,6.2,0.0,0.504,7.163,79.9,3.2157,8,307,17.4,372.08,6.36,31.6,32.20304508536368
0.29819,0.0,6.2,0.0,0.504,7.686,17.0,3.3751,8,307,17.4,377.51,,46.7,46.37059037052037
,0.0,6.2,0.0,0.504,6.552,21.4,3.3751,8,307,17.4,380.34,3.76,31.5,34.411165558572755
0.537,0.0,6.2,0.0,0.504,5.981,68.1,3.6715,8,307,17.4,378.35,11.65,24.3,23.523555384205622
0.46296,0.0,6.2,0.0,0.504,7.412,76.9,3.6715,8,307,17.4,376.14,5.25,31.7,32.03414971340431
0.57529,0.0,6.2,0.0,0.507,8.337,73.3,3.8384,8,307,17.4,385.91,2.47,41.7,42.30788783022471
0.33147,0.0,6.2,0.0,0.507,8.247,,3.6519,8,307,17.4,378.95,3.95,48.3,47.567050915551114
0.44791,0.0,6.2,1.0,0.507,6.726,66.5,3.6519,8,307,17.4,360.2,8.05,29.0,27.569538297941452
0.33045,0.0,6.2,0.0,0.507,6.086,61.5,3.6519,8,307,17.4,376.75,10.88,24.0,23.981903018163898
,0.0,6.2,1.0,0.507,6.631,76.5,4.148,8,307,17.4,388.45,9.54,25.1,25.27143941429472
0.51183,0.0,6.2,0.0,0.507,7.358,71.6,4.148,8,307,17.4,390.07,4.73,31.5,31.48208251872326
0.08244,,4.93,0.0,0.428,6.481,18.5,6.1899,6,300,16.6,379.41,6.36,23.7,24.000579625905523
0.09252,30.0,4.93,0.0,0.428,6.606,42.2,6.1899,6,300,16.6,383.78,7.37,23.3,24.22098569893736
0.11329,30.0,4.93,,0.428,6.897,54.3,6.3361,6,300,16.6,391.25,11.38,22.0,22.845405259611603
,30.0,4.93,0.0,0.428,6.095,65.1,6.3361,6,300,16.6,394.62,12.4,20.1,20.39953945383555
0.1029,30.0,4.93,0.0,0.428,6.358,52.9,7.0355,6,300,16.6,372.75,11.22,22.2,21.27302728540851
0.12757,30.0,4.93,0.0,0.428,6.393,7.8,7.0355,6,300,16.6,374.71,5.19,23.7,23.487189118495408
0.20608,22.0,5.86,0.0,0.431,5.593,76.5,7.9549,7,330,19.1,372.49,12.5,17.6,17.93796235896671
0.19133,22.0,,,0.431,5.605,70.2,7.9549,7,330,19.1,389.13,18.46,18.5,17.20458118408126
0.33983,22.0,5.86,0.0,0.431,6.108,34.9,8.0555,7,330,19.1,390.18,9.16,24.3,23.659252852791827
0.19657,22.0,5.86,0.0,0.431,6.226,79.2,8.0555,7,330,19.1,376.14,10.15,20.5,20.497879334847397
0.16439,22.0,5.86,0.0,0.431,6.433,49.1,7.8265,7,330,19.1,374.71,9.52,24.5,23.73286403324821
0.19073,22.0,5.86,0.0,0.431,6.718,17.5,7.8265,7,330,19.1,393.74,6.56,26.2,26.360307121443142
0.1403,22.0,5.86,0.0,0.431,6.487,13.0,7.3967,7,330,19.1,396.28,5.9,24.4,24.420342008118748
0.21409,22.0,5.86,0.0,0.431,6.438,8.9,7.3967,7,330,19.1,377.07,3.59,24.8,25.498251470135248
0.08221,22.0,5.86,0.0,0.431,6.957,6.8,8.9067,7,330,19.1,386.09,3.53,29.6,29.747017800463837
0.36894,22.0,5.86,0.0,0.431,8.259,8.4,8.9067,7,330,19.1,396.9,3.54,42.8,42.35845865901092
0.04819,80.0,3.64,,0.392,6.108,32.0,9.2203,1,315,16.4,392.89,6.57,21.9,22.210350781730728
0.03548,80.0,3.64,0.0,0.392,5.876,19.1,9.2203,1,315,16.4,395.18,9.25,20.9,19.686122902659193
0.01538,90.0,3.75,0.0,0.394,7.454,34.2,6.3361,3,244,15.9,386.34,3.11,44.0,43.563832065593374
0.61154,20.0,3.97,0.0,0.647,8.704,86.9,1.801,5,264,13.0,389.7,5.12,50.0,50.477832630097296
0.66351,20.0,3.97,0.0,0.647,7.333,100.0,1.8946,5,264,13.0,383.29,7.79,36.0,36.03767494686093
0.65665,20.0,3.97,0.0,0.647,6.842,100.0,2.0107,5,264,13.0,391.93,6.9,30.1,30.397025651477655
0.54011,20.0,3.97,0.0,0.647,7.203,81.8,2.1121,5,264,13.0,392.8,9.59,33.8,34.05983009341009
0.53412,20.0,3.97,0.0,0.647,7.52,89.4,2.1398,5,264,13.0,388.37,7.26,43.1,43.05947685534673
,20.0,3.97,0.0,0.647,8.398,91.5,2.2885,5,264,13.0,386.86,5.91,48.8,48.4509609402454
0.82526,20.0,3.97,0.0,0.647,7.327,94.5,2.0788,5,264,13.0,393.42,11.25,31.0,31.69877143369599
0.55007,20.0,3.97,0.0,0.647,7.206,91.6,1.9301,5,264,13.0,387.89,8.1,36.5,35.87413631625774
0.76162,20.0,3.97,0.0,0.647,5.56,62.8,1.9865,5,264,13.0,392.4,10.45,22.8,22.44671795115682
0.7857,,3.97,0.0,0.647,7.014,84.6,2.1329,5,264,13.0,384.07,14.79,30.7,30.686401116442504
0.57834,20.0,3.97,0.0,0.575,8.297,67.0,2.4216,5,264,13.0,384.54,7.44,50.0,49.67086901652466
0.5405,20.0,3.97,0.0,0.575,7.47,52.6,2.872,5,264,13.0,390.3,3.16,43.5,48.266978989006475
0.09065,20.0,6.96,1.0,0.464,5.92,61.5,3.9175,3,223,18.6,391.34,13.65,20.7,21.052401914263424
0.29916,20.0,6.96,0.0,0.464,5.856,42.1,4.429,3,223,18.6,388.65,13.0,21.1,21.021941946155724
0.16211,20.0,6.96,0.0,0.464,6.24,16.3,4.429,3,223,18.6,396.9,,25.2,24.360131650536125
0.1146,20.0,6.96,0.0,0.464,6.538,58.7,3.9175,3,223,18.6,394.96,7.73,24.4,24.725437519940318
0.22188,20.0,6.96,1.0,0.464,7.691,51.8,4.3665,3,223,18.6,390.77,6.58,35.2,35.858897224685904
0.05644,40.0,6.41,1.0,0.447,6.758,32.9,4.0776,4,254,17.6,396.9,3.53,32.4,33.341383122445365
0.09604,40.0,6.41,0.0,0.447,6.854,42.8,4.2673,4,254,17.6,396.9,2.98,32.0,32.040471206457084
0.10469,40.0,6.41,1.0,0.447,7.267,49.0,4.7872,4,254,17.6,389.25,6.05,33.2,33.282350561170084
0.06127,40.0,6.41,1.0,0.447,6.826,27.6,4.8628,4,254,17.6,393.45,,33.1,32.17622748579048
0.07978,40.0,6.41,0.0,0.447,6.482,32.1,4.1403,4,254,17.6,396.9,7.19,29.1,25.98295783226602
0.21038,20.0,3.33,0.0,0.4429,6.812,32.2,4.1007,5,216,14.9,396.9,4.85,35.1,35.338259475853505
0.03578,20.0,3.33,0.0,0.4429,7.82,64.5,4.6947,5,216,14.9,387.31,3.76,45.4,45.451318333141586
0.03705,20.0,3.33,0.0,0.4429,6.968,,5.2447,5,216,14.9,392.23,4.59,35.4,34.81697209375863
0.06129,20.0,3.33,1.0,0.4429,7.645,49.7,5.2119,5,216,14.9,377.07,3.01,46.0,46.02575771965086
0.01501,90.0,1.21,1.0,0.401,7.923,24.8,5.885,1,198,13.6,395.52,3.16,50.0,49.95319874642791
0.00906,90.0,2.97,0.0,0.4,7.088,20.8,7.3073,1,285,15.3,394.72,7.85,32.2,32.14099213391672
0.01096,55.0,2.25,0.0,0.389,6.453,31.9,7.3073,1,300,15.3,394.72,8.23,22.0,22.280005431340644
0.01965,80.0,1.76,0.0,0.385,6.23,,9.0892,1,241,18.2,341.6,12.93,20.1,19.994808614040608
0.03871,52.5,5.32,0.0,0.405,6.209,31.3,7.3172,6,293,16.6,396.9,7.14,23.2,22.971558191525233
,52.5,5.32,0.0,0.405,6.315,45.6,7.3172,6,293,16.6,396.9,7.6,22.3,22.76827831287598
0.04297,52.5,5.32,0.0,0.405,6.565,22.9,7.3172,6,293,16.6,371.72,9.51,24.8,24.540757441114945
0.03502,80.0,4.95,0.0,0.411,6.861,27.9,5.1167,4,245,19.2,396.9,3.33,28.5,33.6572140202246
0.07886,80.0,4.95,0.0,0.411,7.148,27.7,5.1167,4,245,19.2,396.9,3.56,37.3,36.7938537223753
0.03615,80.0,,0.0,0.411,6.63,23.4,5.1167,4,245,19.2,396.9,4.7,27.9,28.116374719059323
0.08265,0.0,13.92,0.0,0.437,6.127,18.4,5.5027,4,289,16.0,396.9,8.58,23.9,24.44284079722965
0.08199,0.0,13.92,,0.437,6.009,42.3,5.5027,4,289,16.0,396.9,10.4,21.7,21.780402351430986
0.12932,0.0,13.92,0.0,0.437,6.678,31.1,5.9604,4,289,16.0,396.9,6.27,28.6,28.663162258344844
0.05372,0.0,13.92,0.0,0.437,6.549,51.0,5.9604,4,289,16.0,392.85,7.39,27.1,26.500818569144283
0.14103,0.0,,0.0,0.437,5.79,58.0,6.32,4,289,16.0,396.9,15.84,20.3,20.26771138068975
0.06466,70.0,2.24,0.0,0.4,6.345,20.1,7.8278,5,358,14.8,368.24,4.97,22.5,22.755754828324935
0.05561,70.0,2.24,0.0,0.4,7.041,10.0,7.8278,5,358,14.8,371.58,4.74,29.0,29.035121625310328
0.04417,70.0,2.24,0.0,0.4,6.871,47.4,7.8278,5,358,14.8,390.86,6.07,24.8,25.393363004534844
0.03537,,6.09,0.0,0.433,6.59,40.4,5.4917,7,329,16.1,395.75,9.5,22.0,23.151333049847
,34.0,6.09,0.0,0.433,6.495,18.4,5.4917,7,329,16.1,383.61,8.67,26.4,25.883330067143763
0.1,,6.09,0.0,0.433,6.982,17.7,5.4917,7,329,16.1,390.43,4.86,33.1,32.70605763252376
0.05515,33.0,2.18,0.0,0.472,7.236,41.1,4.022,7,222,18.4,393.68,6.93,36.1,35.853982023865306
0.05479,33.0,,0.0,0.472,6.616,58.1,3.37,7,222,18.4,393.36,8.93,28.4,28.50531070331093
0.07503,33.0,2.18,0.0,0.472,7.42,71.9,3.0992,7,222,18.4,396.9,6.47,33.4,33.70337500994955
0.04932,33.0,2.18,0.0,0.472,6.849,70.3,3.1827,7,222,18.4,396.9,7.53,28.2,31.21380425054571
0.49298,0.0,9.9,0.0,0.544,6.635,82.5,3.3175,4,304,18.4,396.9,4.54,22.8,23.507699028291324
0.3494,0.0,9.9,0.0,0.544,5.972,76.7,3.1025,4,304,18.4,396.24,9.97,20.3,19.975648681986467
2.63548,0.0,9.9,0.0,0.544,4.973,37.8,2.5194,4,304,18.4,350.45,12.64,16.1,16.725266280305625
0.79041,0.0,9.9,0.0,0.544,6.122,52.8,2.6403,4,304,18.4,396.9,5.98,22.1,22.866443388656197
0.26169,0.0,9.9,0.0,0.544,6.023,90.4,2.834,4,304,18.4,396.3,11.72,19.4,19.266424618595288
0.26938,0.0,9.9,0.0,0.544,6.266,82.8,3.2628,4,304,18.4,393.39,7.9,21.6,21.972776421905817
0.3692,0.0,9.9,0.0,0.544,6.567,87.3,3.6023,4,304,18.4,395.69,9.28,23.8,23.403094185352174
0.25356,0.0,9.9,0.0,0.544,5.705,77.7,3.945,4,304,18.4,396.42,11.5,16.2,16.98897342552564
0.31827,0.0,9.9,0.0,0.544,5.914,,3.9986,4,304,18.4,390.7,18.33,17.8,18.909151386070093
0.24522,0.0,9.9,0.0,0.544,5.782,71.7,4.0317,4,304,18.4,396.9,15.94,19.8,19.217866261136802
0.40202,0.0,9.9,0.0,0.544,6.382,67.2,3.5325,4,304,18.4,395.21,10.36,23.1,22.946608003409697
0.47547,0.0,9.9,0.0,0.544,6.113,58.8,4.0019,4,304,18.4,396.23,12.73,21.0,21.084772147880255
0.1676,0.0,7.38,0.0,0.493,6.426,52.3,4.5404,5,287,19.6,396.9,7.2,23.8,22.71403073753631
0.18159,0.0,7.38,0.0,0.493,6.376,54.3,4.5404,5,287,19.6,396.9,6.87,23.1,22.681430841402427
0.35114,0.0,7.38,0.0,0.493,6.041,49.9,4.7211,5,287,19.6,396.9,7.7,20.4,21.068813154643614
0.28392,0.0,7.38,0.0,0.493,5.708,74.3,4.7211,5,287,19.6,391.13,11.74,18.5,19.25231916270745
0.34109,0.0,7.38,0.0,0.493,6.415,40.1,4.7211,5,287,19.6,396.9,6.12,25.0,23.291114767874532
0.19186,0.0,7.38,0.0,0.493,6.431,14.7,5.4159,5,287,19.6,393.68,5.08,24.6,24.872098030976478
0.30347,0.0,7.38,0.0,0.493,6.312,28.9,5.4159,5,287,19.6,396.9,6.15,23.0,23.59371243102493
0.24103,0.0,7.38,0.0,0.493,6.083,43.7,5.4159,5,287,19.6,396.9,12.79,22.2,21.595416571538482
0.06617,0.0,3.24,0.0,0.46,5.868,25.8,5.2146,4,430,16.9,382.44,9.97,19.3,19.397497942423836
0.06724,0.0,3.24,0.0,0.46,6.333,17.2,5.2146,4,430,16.9,375.21,7.34,22.6,22.566288860594945
0.04544,,3.24,0.0,0.46,6.144,32.2,5.8736,4,430,16.9,368.57,9.09,19.8,20.50188403112548
0.05023,35.0,6.06,0.0,0.4379,5.706,28.4,6.6407,1,304,16.9,394.02,12.43,17.1,17.422468111170982
0.03466,,6.06,0.0,0.4379,6.031,23.3,6.6407,1,304,16.9,362.25,7.83,19.4,19.093340197374342
0.05083,0.0,5.19,0.0,0.515,6.316,38.1,6.4584,5,224,20.2,389.71,5.68,22.2,22.309114819542987
0.03738,0.0,5.19,0.0,0.515,6.31,38.5,6.4584,5,224,20.2,389.4,6.75,20.7,21.206069324907343
0.03961,0.0,5.19,0.0,0.515,6.037,34.5,5.9853,5,224,20.2,396.9,8.01,21.1,20.33510949226154
0.03427,0.0,5.19,0.0,0.515,5.869,46.3,5.2311,5,224,20.2,396.9,9.8,19.5,18.008722355953555
